id, name, children, frequency
751,"2009 Top 25 - Insecure Interaction Between Components","Improper Input Validation | Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') | Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') | Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') | Improper Encoding or Escaping of Output | Information Exposure Through an Error Message | Cleartext Transmission of Sensitive Information | Cross-Site Request Forgery (CSRF) | Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition') | "27003
752,"2009 Top 25 - Risky Resource Management","External Control of File Name or Path | Improper Control of Generation of Code ('Code Injection') | Improper Restriction of Operations within the Bounds of a Memory Buffer | Improper Resource Shutdown or Release | Untrusted Search Path | Download of Code Without Integrity Check | External Control of Critical State Data | Improper Initialization | Incorrect Calculation | "8656
801,"2010 Top 25 - Insecure Interaction Between Components","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') | Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') | Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') | Information Exposure Through an Error Message | Cross-Site Request Forgery (CSRF) | Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition') | Unrestricted Upload of File with Dangerous Type | URL Redirection to Untrusted Site ('Open Redirect') | "12174
802,"2010 Top 25 - Risky Resource Management","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') | Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion') | Buffer Copy without Checking Size of Input ('Classic Buffer Overflow') | Improper Validation of Array Index | Incorrect Calculation of Buffer Size | Integer Overflow or Wraparound | Download of Code Without Integrity Check | Improper Check for Unusual or Exceptional Conditions | Allocation of Resources Without Limits or Throttling | Buffer Access with Incorrect Length Value | "1848
808,"2010 Top 25 - Weaknesses On the Cusp","Improper Link Resolution Before File Access ('Link Following') | Use of Externally-Controlled Format String | Improper Cross-boundary Removal of Sensitive Data | Improper Restriction of Excessive Authentication Attempts | Use of Insufficiently Random Values | Use After Free | Untrusted Search Path | External Initialization of Trusted Variables or Data Stores | Missing Initialization of a Variable | NULL Pointer Dereference | Operation on a Resource after Expiration or Release | Incorrect Conversion between Numeric Types | Exposed Dangerous Method or Function | Missing Release of Resource after Effective Lifetime | Improper Control of Interaction Frequency | Guessable CAPTCHA | "583
810,"OWASP Top Ten 2010 Category A1 - Injection","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') | Argument Injection or Modification | Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') | Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection') | XML Injection (aka Blind XPath Injection) | "4326
811,"OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS)","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') | "6377
812,"OWASP Top Ten 2010 Category A3 - Broken Authentication and Session Management","Improper Authentication | Missing Authentication for Critical Function | Improper Restriction of Excessive Authentication Attempts | Use of Hard-coded Credentials | "976
813,"OWASP Top Ten 2010 Category A4 - Insecure Direct Object References","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') | Improper Control of Resource Identifiers ('Resource Injection') | Unrestricted Upload of File with Dangerous Type | Authorization Bypass Through User-Controlled Key | Inclusion of Functionality from Untrusted Control Sphere | Missing Authorization | Incorrect Authorization | "1848
814,"OWASP Top Ten 2010 Category A5 - Cross-Site Request Forgery(CSRF)","Cross-Site Request Forgery (CSRF) | "1118
840,"Business Logic Errors","Information Exposure | Improper Ownership Management | Improper Authorization | Authentication Bypass Using an Alternate Path or Channel | Incorrect Behavior Order: Early Amplification | Incorrect Semantic Object Comparison | Authorization Bypass Through User-Controlled Key | Weak Password Recovery Mechanism for Forgotten Password | Operation on Resource in Wrong Phase of Lifetime | Incorrect Behavior Order | Incorrect Permission Assignment for Critical Resource | Improper Check for Unusual or Exceptional Conditions | Allocation of Resources Without Limits or Throttling | Improper Control of Interaction Frequency | Improper Enforcement of Behavioral Workflow | "2481
845,"CERT Java Secure Coding Section 00 - Input Validation and Data Sanitization (IDS)","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') | Improper Encoding or Escaping of Output | Use of Externally-Controlled Format String | Improper Neutralization of Line Delimiters | Improper Neutralization of Escape, Meta, or Control Sequences | Cleansing, Canonicalization, and Comparison Errors | Incorrect Behavior Order: Validate Before Canonicalize | Collapse of Data into Unsafe Value | Authentication Bypass by Alternate Name | Improper Handling of Highly Compressed Data (Data Amplification) | Permissive Regular Expression | Use of Non-Canonical URL Paths for Authorization Decisions | Inappropriate Encoding for Output Context | "13003
852,"CERT Java Secure Coding Section 07 - Visibility and Atomicity (VNA)","Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition') | Race Condition within a Thread | Improper Resource Locking | Unsynchronized Access to Shared Data in a Multithreaded Context | Improper Synchronization | Improper Locking | "353
864,"2011 Top 25 - Insecure Interaction Between Components","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') | Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') | Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') | Cross-Site Request Forgery (CSRF) | Unrestricted Upload of File with Dangerous Type | URL Redirection to Untrusted Site ('Open Redirect') | Inclusion of Functionality from Untrusted Control Sphere | "11821
865,"2011 Top 25 - Risky Resource Management","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') | Buffer Copy without Checking Size of Input ('Classic Buffer Overflow') | Incorrect Calculation of Buffer Size | Use of Externally-Controlled Format String | Integer Overflow or Wraparound | Download of Code Without Integrity Check | Use of Potentially Dangerous Function | "2010
867,"2011 Top 25 - Weaknesses On the Cusp","Improper Validation of Array Index | Information Exposure Through an Error Message | Improper Cross-boundary Removal of Sensitive Data | Use of Insufficiently Random Values | Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition') | Missing Initialization of a Variable | NULL Pointer Dereference | Incorrect Conversion between Numeric Types | Improper Check for Unusual or Exceptional Conditions | Allocation of Resources Without Limits or Throttling | Missing Release of Resource after Effective Lifetime | Buffer Access with Incorrect Length Value | Untrusted Pointer Dereference | Expired Pointer Dereference | Inappropriate Encoding for Output Context | Improper Enforcement of Behavioral Workflow | "353
872,"CERT C++ Secure Coding Section 04 - Integers (INT)","Improper Input Validation | Improper Validation of Array Index | Integer Overflow or Wraparound | Integer Coercion Error | Numeric Truncation Error | Divide By Zero | Return of Pointer Value Outside of Expected Range | Assignment of a Fixed Address to a Pointer | Unchecked Input for Loop Condition | Use of Potentially Dangerous Function | Incorrect Conversion between Numeric Types | Incorrect Calculation | "25532
874,"CERT C++ Secure Coding Section 06 - Arrays and the STL (ARR)","Improper Restriction of Operations within the Bounds of a Memory Buffer | Improper Validation of Array Index | Use of sizeof() on a Pointer Type | Use of Pointer Subtraction to Determine Size | Improper Initialization | Buffer Access with Incorrect Length Value | "6593
875,"CERT C++ Secure Coding Section 07 - Characters and Strings (STR)","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') | Argument Injection or Modification | Improper Restriction of Operations within the Bounds of a Memory Buffer | Buffer Copy without Checking Size of Input ('Classic Buffer Overflow') | Improper Null Termination | Off-by-one Error | Addition of Data Structure Sentinel | Function Call With Incorrect Argument Type | Incorrect Type Conversion or Cast | "6787
876,"CERT C++ Secure Coding Section 08 - Memory Management (MEM)","Improper Input Validation | Improper Restriction of Operations within the Bounds of a Memory Buffer | Wrap-around Error | Incorrect Calculation of Buffer Size | Integer Overflow or Wraparound | Sensitive Information Uncleared Before Release | Improper Clearing of Heap Memory Before Release ('Heap Inspection') | Unchecked Return Value | Unchecked Error Condition | Improper Resource Shutdown or Release | Double Free | Use After Free | NULL Pointer Dereference | Exposure of Core Dump File to an Unauthorized Control Sphere | Free of Memory not on the Heap | Sensitive Data Storage in Improperly Locked Memory | Improper Initialization | Function Call With Incorrectly Specified Argument Value | Unchecked Return Value to NULL Pointer Dereference | Improper Check or Handling of Exceptional Conditions | Improper Check for Unusual or Exceptional Conditions | Mismatched Memory Management Routines | Allocation of Resources Without Limits or Throttling | Untrusted Pointer Dereference | "25532
877,"CERT C++ Secure Coding Section 09 - Input Output (FIO)","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') | Path Traversal: '/absolute/pathname/here' | Path Traversal: '\absolute\pathname\here' | Path Traversal: 'C:dirname' | Improper Resolution of Path Equivalence | Improper Link Resolution Before File Access ('Link Following') | UNIX Hard Link | Windows Shortcut Following (.LNK) | Windows Hard Link | Improper Handling of Windows Device Names | External Control of File Name or Path | Improper Restriction of Operations within the Bounds of a Memory Buffer | Use of Externally-Controlled Format String | Improper Handling of Unexpected Data Type | Incorrect Default Permissions | Incorrect Execution-Assigned Permissions | Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition') | Time-of-check Time-of-use (TOCTOU) Race Condition | Creation of Temporary File in Directory with Incorrect Permissions | Unchecked Error Condition | Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak') | Improper Resource Shutdown or Release | Files or Directories Accessible to External Parties | Duplicate Operations on Resource | Use of Potentially Dangerous Function | Incorrect Permission Assignment for Critical Resource | Allocation of Resources Without Limits or Throttling | "9377
878,"CERT C++ Secure Coding Section 10 - Environment (ENV)","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') | Argument Injection or Modification | Improper Restriction of Operations within the Bounds of a Memory Buffer | Untrusted Search Path | Duplicate Key in Associative List (Alist) | Incorrect Control Flow Scoping | Reliance on Untrusted Inputs in a Security Decision | "6787
882,"CERT C++ Secure Coding Section 14 - Concurrency (CON)","Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition') | Race Condition within a Thread | Improper Resource Shutdown or Release | Exposure of Data Element to Wrong Session | Missing Release of Resource after Effective Lifetime | "353
883,"CERT C++ Secure Coding Section 49 - Miscellaneous (MSC)","Compiler Removal of Code to Clear Buffers | Improper Input Validation | Improper Encoding or Escaping of Output | Improper Handling of Unicode Encoding | Use of a Broken or Risky Cryptographic Algorithm | Use of Insufficiently Random Values | Use of Incorrect Operator | Comparing instead of Assigning | Dead Code | Assignment to Variable without Use ('Unused Variable') | Expression is Always False | Expression is Always True | Insufficient Comparison | Incorrect Type Conversion or Cast | "25532
890,"SFP Primary Cluster: Memory Access","SFP Secondary Cluster: Faulty Buffer Access | SFP Secondary Cluster: Faulty Pointer Use | SFP Secondary Cluster: Faulty String Expansion | SFP Secondary Cluster: Improper NULL Termination | SFP Secondary Cluster: Incorrect Buffer Length Computation | "6593
892,"SFP Primary Cluster: Resource Management","SFP Secondary Cluster: Failure to Release Resource | SFP Secondary Cluster: Faulty Resource Use | SFP Secondary Cluster: Life Cycle | SFP Secondary Cluster: Unrestricted Consumption | "7989
893,"SFP Primary Cluster: Path Resolution","SFP Secondary Cluster: Failed Chroot Jail | SFP Secondary Cluster: Link in Resource Name Resolution | SFP Secondary Cluster: Path Traversal | "2269
894,"SFP Primary Cluster: Synchronization","SFP Secondary Cluster: Missing Lock | SFP Secondary Cluster: Multiple Locks/Unlocks | SFP Secondary Cluster: Race Condition Window | SFP Secondary Cluster: Unrestricted Lock | "353
895,"SFP Primary Cluster: Information Leak","SFP Secondary Cluster: Exposed Data | SFP Secondary Cluster: Exposure Temporary File | SFP Secondary Cluster: Insecure Session Management | SFP Secondary Cluster: Other Exposures | SFP Secondary Cluster: State Disclosure | "4329
896,"SFP Primary Cluster: Tainted Input","SFP Secondary Cluster: Tainted Input to Command | SFP Secondary Cluster: Tainted Input to Environment | SFP Secondary Cluster: Faulty Input Transformation | SFP Secondary Cluster: Incorrect Input Handling | SFP Secondary Cluster: Tainted Input to Variable | "25532
898,"SFP Primary Cluster: Authentication","SFP Secondary Cluster: Authentication Bypass | SFP Secondary Cluster: Digital Certificate | SFP Secondary Cluster: Faulty Endpoint Authentication | SFP Secondary Cluster: Hardcoded Sensitive Data | SFP Secondary Cluster: Insecure Authentication Policy | SFP Secondary Cluster: Missing Authentication | SFP Secondary Cluster: Missing Endpoint Authentication | SFP Secondary Cluster: Multiple Binds to the Same Port | SFP Secondary Cluster: Unrestricted Authentication | "2114
899,"SFP Primary Cluster: Access Control","SFP Secondary Cluster: Access Management | SFP Secondary Cluster: Insecure Resource Access | SFP Secondary Cluster: Insecure Resource Permissions | "1176
907,"SFP Primary Cluster: Other","SFP Secondary Cluster: Architecture | SFP Secondary Cluster: Compiler | SFP Secondary Cluster: Design | SFP Secondary Cluster: Implementation | "30847
913,"Improper Control of Dynamically-Managed Code Resources","Improper Control of Generation of Code ('Code Injection') | Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection') | Deserialization of Untrusted Data | Improper Control of Dynamically-Identified Variables | Improperly Controlled Modification of Dynamically-Determined Object Attributes | "2063
929,"OWASP Top Ten 2013 Category A1 - Injection","Improper Neutralization of Special Elements used in a Command ('Command Injection') | Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') | Argument Injection or Modification | Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') | Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection') | XML Injection (aka Blind XPath Injection) | "4382
930,"OWASP Top Ten 2013 Category A2 - Broken Authentication and Session Management","Plaintext Storage of a Password | Improper Authentication | Missing Encryption of Sensitive Data | Cleartext Transmission of Sensitive Information | Session Fixation | Insufficiently Protected Credentials | Unprotected Transport of Credentials | Insufficient Session Expiration | Unverified Password Change | Weak Password Recovery Mechanism for Forgotten Password | "976
931,"OWASP Top Ten 2013 Category A3 - Cross-Site Scripting (XSS)","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') | "6377
932,"OWASP Top Ten 2013 Category A4 - Insecure Direct Object References","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') | Improper Control of Resource Identifiers ('Resource Injection') | Authorization Bypass Through User-Controlled Key | "1848
933,"OWASP Top Ten 2013 Category A5 - Security Misconfiguration","Environment | Configuration | Information Exposure Through an Error Message | Information Exposure Through Debug Information | Information Exposure Through Directory Listing | "277
934,"OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure","Cryptographic Issues | Missing Encryption of Sensitive Data | Cleartext Storage of Sensitive Information | Cleartext Transmission of Sensitive Information | Key Management Errors | Missing Required Cryptographic Step | Inadequate Encryption Strength | Use of a Broken or Risky Cryptographic Algorithm | Reversible One-Way Hash | "2233
935,"OWASP Top Ten 2013 Category A7 - Missing Function Level Access Control","Improper Authorization | Improper Authentication | "976
936,"OWASP Top Ten 2013 Category A8 - Cross-Site Request Forgery (CSRF)","Cross-Site Request Forgery (CSRF) | "1118
943,"Improper Neutralization of Special Elements in Data Query Logic","Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') | Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection') | Improper Neutralization of Data within XPath Expressions ('XPath Injection') | Improper Neutralization of Data within XQuery Expressions ('XQuery Injection') | "4132
944,"SFP Secondary Cluster: Access Management","Improper Ownership Management | Unverified Ownership | Improper Access Control | Incorrect User Management | Incorrect Ownership Assignment | "1176
947,"SFP Secondary Cluster: Authentication Bypass","Improper Authentication | Authentication Bypass Using an Alternate Path or Channel | Authentication Bypass by Alternate Name | Incorrect Implementation of Authentication Algorithm | Missing Critical Step in Authentication | Authentication Bypass by Primary Weakness | Use of Single-factor Authentication | Use of Password System for Primary Authentication | Authentication Bypass Issues | Use of Client-Side Authentication | "976
949,"SFP Secondary Cluster: Faulty Endpoint Authentication","Using Referer Field for Authentication | Authentication Bypass by Assumed-Immutable Data | Insufficient Verification of Data Authenticity | Origin Validation Error | Reliance on Reverse DNS Resolution for a Security-Critical Action | Trust of System Event Data | Incorrect Behavior Order: Authorization Before Parsing and Canonicalization | Reliance on Cookies without Validation and Integrity Checking | Use of Non-Canonical URL Paths for Authorization Decisions | "1138
963,"SFP Secondary Cluster: Exposed Data","J2EE Misconfiguration: Data Transmission Without Encryption | J2EE Misconfiguration: Missing Custom Error Page | J2EE Misconfiguration: Entity Bean Declared Remote | ASP.NET Misconfiguration: Creating Debug Binary | ASP.NET Misconfiguration: Missing Custom Error Page | ASP.NET Misconfiguration: Password in Configuration File | Compiler Removal of Code to Clear Buffers | Improper Output Neutralization for Logs | Information Exposure | Information Exposure Through Sent Data | Information Exposure Through an Error Message | Information Exposure Through Self-generated Error Message | Information Exposure Through Externally-generated Error Message | Improper Cross-boundary Removal of Sensitive Data | Intentional Information Exposure | Information Exposure Through Process Environment | Information Exposure Through Debug Information | Sensitive Data Under Web Root | Sensitive Data Under FTP Root | Sensitive Information Uncleared Before Release | Improper Clearing of Heap Memory Before Release ('Heap Inspection') | Plaintext Storage of a Password | Storing Passwords in a Recoverable Format | Password in Configuration File | Missing Encryption of Sensitive Data | Cleartext Storage of Sensitive Information | Cleartext Storage in a File or on Disk | Cleartext Storage in the Registry | Cleartext Storage of Sensitive Information in a Cookie | Cleartext Storage of Sensitive Information in Memory | Cleartext Storage of Sensitive Information in GUI | Cleartext Storage of Sensitive Information in Executable | Cleartext Transmission of Sensitive Information | Passing Mutable Objects to an Untrusted Method | Returning a Mutable Object to an Untrusted Caller | Transmission of Private Resources into a New Sphere ('Resource Leak') | Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak') | Unparsed Raw Web Content Delivery | Private Array-Typed Field Returned From A Public Method | Exposure of System Data to an Unauthorized Control Sphere | Cloneable Class Containing Sensitive Information | Serializable Class Containing Sensitive Data | Trust Boundary Violation | Insufficiently Protected Credentials | Unprotected Transport of Credentials | Information Exposure Through Environmental Variables | Exposure of CVS Repository to an Unauthorized Control Sphere | Exposure of Core Dump File to an Unauthorized Control Sphere | Exposure of Access Control List Files to an Unauthorized Control Sphere | Exposure of Backup File to an Unauthorized Control Sphere | Information Exposure Through Log Files | Information Exposure Through Server Log Files | Information Exposure Through Debug Log Files | Information Exposure Through Shell Error Message | Information Exposure Through Servlet Runtime Error Message | Information Exposure Through Java Runtime Error Message | File and Directory Information Exposure | Information Exposure Through Persistent Cookies | Information Exposure Through Source Code | Information Exposure Through Include Source Code | Information Exposure Through Cleanup Log Files | Suspicious Comment | Information Exposure Through Directory Listing | Information Exposure Through Server Error Message | Files or Directories Accessible to External Parties | J2EE Misconfiguration: Plaintext Password in Configuration File | Sensitive Data Storage in Improperly Locked Memory | Information Exposure Through Query Strings in GET Request | Public Static Final Field References Mutable Object | Information Exposure Through Indexing of Private Data | Information Exposure Through Comments | External Control of Critical State Data | Exposure of Resource to Wrong Sphere | Incorrect Resource Transfer Between Spheres | Missing Custom Error Page | Access to Critical Private Variable via Public Method | "4329
970,"SFP Secondary Cluster: Faulty Buffer Access","Improper Access of Indexable Resource ('Range Error') | Improper Restriction of Operations within the Bounds of a Memory Buffer | Buffer Copy without Checking Size of Input ('Classic Buffer Overflow') | Stack-based Buffer Overflow | Heap-based Buffer Overflow | Write-what-where Condition | Buffer Underwrite ('Buffer Underflow') | Out-of-bounds Read | Buffer Over-read | Buffer Under-read | Improper Validation of Array Index | "6593
975,"SFP Secondary Cluster: Architecture","Use of Less Trusted Source | Exposure of Private Information ('Privacy Violation') | Client-Side Enforcement of Server-Side Security | Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism') | Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking | Reliance on a Single Factor in a Security Decision | Reliance on Security Through Obscurity | Violation of Secure Design Principles | Lack of Administrator Control over Security | Protection Mechanism Failure | Exposed Dangerous Method or Function | "27846
977,"SFP Secondary Cluster: Design","Misinterpretation of Input | Partial Comparison | Reliance on Data/Memory Layout | Off-by-one Error | Acceptance of Extraneous Untrusted Data With Trusted Data | Asymmetric Resource Consumption (Amplification) | Insufficient Control of Network Message Volume (Network Amplification) | Algorithmic Complexity | Incorrect Behavior Order: Early Amplification | Improper Handling of Highly Compressed Data (Data Amplification) | Insufficient Resource Pool | Deployment of Wrong Handler | Duplicate Key in Associative List (Alist) | Deletion of Data Structure Sentinel | Addition of Data Structure Sentinel | Use of Incorrect Operator | Incorrect Block Delimitation | Object Model Violation: Just One of Equals and Hashcode Defined | Comparison of Object References Instead of Object Contents | Incorrect Semantic Object Comparison | Exposed Unsafe ActiveX Method | Incorrect Use of Privileged APIs | Always-Incorrect Control Flow Implementation | Incorrect Calculation | Insufficient Control Flow Management | Incorrect Behavior Order | Insufficient Comparison | Execution After Redirect (EAR) | Incorrect Control Flow Scoping | "2416
978,"SFP Secondary Cluster: Implementation","Containment Errors (Container Errors) | Improperly Implemented Security Check for Standard | Indicator of Poor Code Quality | Unsafe ActiveX Control Marked Safe For Scripting | Coding Standards Violation | "2648
980,"SFP Secondary Cluster: Link in Resource Name Resolution","Improper Link Resolution Before File Access ('Link Following') | UNIX Hard Link | Windows Shortcut Following (.LNK) | Windows Hard Link | Apple '.DS_Store' | Symbolic Name not Mapping to Correct Object | Externally Controlled Reference to a Resource in Another Sphere | "421
981,"SFP Secondary Cluster: Path Traversal","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') | Relative Path Traversal | Path Traversal: '../filedir' | Path Traversal: '/../filedir' | Path Traversal: '/dir/../filename' | Path Traversal: 'dir/../../filename' | Path Traversal: '..\filedir' | Path Traversal: '\..\filename' | Path Traversal: '\dir\..\filename' | Path Traversal: 'dir\..\..\filename' | Path Traversal: '...' (Triple Dot) | Path Traversal: '....' (Multiple Dot) | Path Traversal: '....//' | Path Traversal: '.../...//' | Absolute Path Traversal | Path Traversal: '/absolute/pathname/here' | Path Traversal: '\absolute\pathname\here' | Path Traversal: 'C:dirname' | Path Traversal: '\\UNC\share\name\' (Windows UNC Share) | Improper Resolution of Path Equivalence | Path Equivalence: 'filename.' (Trailing Dot) | Path Equivalence: 'filename....' (Multiple Trailing Dot) | Path Equivalence: 'file.name' (Internal Dot) | Path Equivalence: 'file...name' (Multiple Internal Dot) | Path Equivalence: 'filename ' (Trailing Space) | Path Equivalence: ' filename' (Leading Space) | Path Equivalence: 'file name' (Internal Whitespace) | Path Equivalence: 'filename/' (Trailing Slash) | Path Equivalence: '//multiple/leading/slash' | Path Equivalence: '/multiple//internal/slash' | Path Equivalence: '/multiple/trailing/slash//' | Path Equivalence: '\multiple\\internal\backslash' | Path Equivalence: 'filedir\' (Trailing Backslash) | Path Equivalence: '/./' (Single Dot Directory) | Path Equivalence: 'filedir*' (Wildcard) | Path Equivalence: 'fakedir/../realdir/filename' | Path Equivalence: Windows 8.3 Filename | Improper Handling of File Names that Identify Virtual Resources | Improper Handling of Windows Device Names | Improper Handling of Apple HFS+ Alternate Data Stream Path | External Control of File Name or Path | Unquoted Search Path or Element | Use of Incorrectly-Resolved Name or Reference | "2269
984,"SFP Secondary Cluster: Life Cycle","Improper Control of a Resource Through its Lifetime | Operation on Resource in Wrong Phase of Lifetime | Duplicate Operations on Resource | Use of Multiple Resources with Duplicate Identifier | "7989
988,"SFP Secondary Cluster: Race Condition Window","Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition') | Race Condition Enabling Link Following | Time-of-check Time-of-use (TOCTOU) Race Condition | Missing Check for Certificate Revocation after Initial Check | Not Using Complete Mediation | "353
990,"SFP Secondary Cluster: Tainted Input to Command","Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection') | Failure to Sanitize Special Elements into a Different Plane (Special Element Injection) | Improper Neutralization of Equivalent Special Elements | Improper Neutralization of Special Elements used in a Command ('Command Injection') | Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') | Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') | Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS) | Improper Neutralization of Script in an Error Message Web Page | Improper Neutralization of Script in Attributes of IMG Tags in a Web Page | Improper Neutralization of Script in Attributes in a Web Page | Improper Neutralization of Encoded URI Schemes in a Web Page | Doubled Character XSS Manipulations | Improper Neutralization of Invalid Characters in Identifiers in Web Pages | Improper Neutralization of Alternate XSS Syntax | Argument Injection or Modification | Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') | Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection') | XML Injection (aka Blind XPath Injection) | Improper Neutralization of CRLF Sequences ('CRLF Injection') | Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection') | Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection') | Improper Neutralization of Server-Side Includes (SSI) Within a Web Page | Improper Control of Resource Identifiers ('Resource Injection') | Technology-Specific Input Validation Problems | Struts: Duplicate Validation Forms | Struts: Incomplete validate() Method Definition | Struts: Form Bean Does Not Extend Validation Class | Struts: Form Field Without Validator | Struts: Plug-in Framework not in Use | Struts: Unused Validation Form | Struts: Unvalidated Action Form | Struts: Validator Turned Off | Struts: Validator Without Form Field | Missing XML Validation | Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting') | Improper Handling of Length Parameter Inconsistency  | Use of Externally-Controlled Format String | Improper Neutralization of Special Elements | Improper Neutralization of Delimiters | Improper Neutralization of Parameter/Argument Delimiters | Improper Neutralization of Value Delimiters | Improper Neutralization of Record Delimiters | Improper Neutralization of Line Delimiters | Improper Neutralization of Section Delimiters | Improper Neutralization of Expression/Command Delimiters | Improper Neutralization of Input Terminators | Improper Neutralization of Input Leaders | Improper Neutralization of Quoting Syntax | Improper Neutralization of Escape, Meta, or Control Sequences | Improper Neutralization of Comment Delimiters | Improper Neutralization of Macro Symbols | Improper Neutralization of Substitution Characters | Improper Neutralization of Variable Name Delimiters | Improper Neutralization of Wildcards or Matching Symbols | Improper Neutralization of Whitespace | Failure to Sanitize Paired Delimiters | Improper Neutralization of Null Byte or NUL Character | Failure to Sanitize Special Element | Improper Neutralization of Leading Special Elements | Improper Neutralization of Multiple Leading Special Elements | Improper Neutralization of Trailing Special Elements | Improper Neutralization of Multiple Trailing Special Elements | Improper Neutralization of Internal Special Elements | Improper Neutralization of Multiple Internal Special Elements | Permissive Whitelist | Incomplete Blacklist | Incorrect Regular Expression | Overly Restrictive Regular Expression | Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling') | Command Shell in Externally Accessible Directory | ASP.NET Misconfiguration: Not Using Input Validation Framework | SQL Injection: Hibernate | URL Redirection to Untrusted Site ('Open Redirect') | Improper Restriction of XML External Entity Reference ('XXE') | Dangling Database Cursor ('Cursor Injection') | Variable Extraction Error | Executable Regular Expression Error | Permissive Regular Expression | Null Byte Interaction Error (Poison Null Byte) | Dynamic Variable Evaluation | Improper Restriction of Names for Files and Other Resources | Improper Neutralization of Data within XPath Expressions ('XPath Injection') | Improper Neutralization of HTTP Headers for Scripting Syntax | Reliance on File Name or Extension of Externally-Supplied File | Improper Neutralization of Data within XQuery Expressions ('XQuery Injection') | Improper Enforcement of Message or Data Structure | "13003
991,"SFP Secondary Cluster: Tainted Input to Environment","Improper Control of Generation of Code ('Code Injection') | Process Control | Uncontrolled Search Path Element | Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection') | Modification of Assumed-Immutable Data (MAID) | External Control of Assumed-Immutable Web Parameter | PHP External Variable Modification | Download of Code Without Integrity Check | Use of Dynamic Class Loading | Improper Validation of Function Hook Arguments | External Influence of Sphere Definition | "2063
994,"SFP Secondary Cluster: Tainted Input to Variable","External Control of System or Configuration Setting | Improper Input Validation | External Initialization of Trusted Variables or Data Stores | Public Data Assigned to Private Array-Typed Field | Deserialization of Untrusted Data | Authorization Bypass Through User-Controlled SQL Primary Key | Unchecked Input for Loop Condition | Incomplete Identification of Uploaded File Variables (PHP) | "25532
